path,source,true_label,assign_class,maha_min,pca_residual,knn_mean
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp13_R (1).tif,Test,Setarches guentheri,Setarches guentheri,37.93003,3.3120651,10.856602628231048
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp13_R (2).tif,Test,Setarches guentheri,Setarches guentheri,37.70254,3.3383882,10.811609844990262
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp13_R (3).tif,Test,Setarches guentheri,Setarches guentheri,33.632652,2.9028137,10.39418064236641
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp13_R (4).tif,Test,Setarches guentheri,Setarches guentheri,33.300358,2.9158237,10.387088397608451
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp13_R (5).tif,Test,Setarches guentheri,Setarches guentheri,36.37314,2.961614,10.818786634917162
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp13_R (6).tif,Test,Setarches guentheri,Setarches guentheri,34.278084,3.061668,10.523478228051674
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_L (1).tif,Test,Setarches guentheri,Setarches guentheri,29.092274,2.5274756,9.751878306047569
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_L (2).tif,Test,Setarches guentheri,Setarches guentheri,33.06175,2.8004923,10.160393433399685
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_L (3).tif,Test,Setarches guentheri,Setarches guentheri,30.614191,2.6240518,9.865763094254024
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_L (4).tif,Test,Setarches guentheri,Setarches guentheri,33.25497,2.7057433,10.466061413288116
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_L (5).tif,Test,Setarches guentheri,Setarches guentheri,31.901598,2.5715504,10.390545870263589
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_L (6).tif,Test,Setarches guentheri,Setarches guentheri,32.043163,2.720581,10.357616648541146
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_L (7).tif,Test,Setarches guentheri,Setarches guentheri,41.877224,3.4699075,11.202158646101855
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_L (8).tif,Test,Setarches guentheri,Setarches guentheri,29.764986,2.5129206,9.829876746313225
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_R (1).tif,Test,Setarches guentheri,Setarches guentheri,33.726562,2.9073513,10.616901950836182
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_R (2).tif,Test,Setarches guentheri,Setarches guentheri,30.93238,2.7727532,10.175966324635036
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_R (3).tif,Test,Setarches guentheri,Setarches guentheri,29.977716,2.6458173,10.04249609708786
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_R (4).tif,Test,Setarches guentheri,Setarches guentheri,43.170357,3.3596392,11.65165051208561
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_R (5).tif,Test,Setarches guentheri,Setarches guentheri,40.576084,3.0772634,11.097031514473446
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_R (6).tif,Test,Setarches guentheri,Setarches guentheri,48.362133,3.6881273,11.773701307640724
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp14_R (7).tif,Test,Setarches guentheri,Setarches guentheri,29.199743,2.867319,9.879684383736306
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp15_L (1).tif,Test,Setarches guentheri,Setarches guentheri,31.31228,2.9879184,10.030323099957162
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp15_L (2).tif,Test,Setarches guentheri,Setarches guentheri,30.732819,2.9610023,9.927183911629207
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp15_L (3).tif,Test,Setarches guentheri,Setarches guentheri,34.141975,3.1274369,10.326825363636017
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp15_L (4).tif,Test,Setarches guentheri,Setarches guentheri,45.154633,3.5613656,11.594017815108202
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp15_L (5).tif,Test,Setarches guentheri,Setarches guentheri,27.822338,2.547542,9.73466866493225
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp15_R (1).tif,Test,Setarches guentheri,Setarches guentheri,27.379501,2.2949295,9.587432431356559
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp15_R (2).tif,Test,Setarches guentheri,Setarches guentheri,30.775885,2.5122807,9.86002757549286
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp15_R (3).tif,Test,Setarches guentheri,Setarches guentheri,28.341312,2.2129314,9.752282152175903
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp15_R (4).tif,Test,Setarches guentheri,Setarches guentheri,29.285679,2.1953797,9.900908735819348
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp15_R (5).tif,Test,Setarches guentheri,Setarches guentheri,29.40723,2.1558478,9.887505151033402
/home/reshma/Otolith/otolith_Final/model_data/test/Setarches guentheri/Setarches guenthari_Sp15_R (6).tif,Test,Setarches guentheri,Setarches guentheri,35.597305,3.0302045,10.592062196731568
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (1).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,43.294724,1.8641621,6.911919395923615
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (10).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,40.79129,1.7964454,6.608342861135018
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (11).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,73.015976,2.9685583,10.462486061568164
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (12).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,76.057076,3.5723033,10.567746877670288
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (13).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,53.354515,2.185045,7.374043159003161
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (14).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,50.50623,2.1155226,7.289035811424255
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (15).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,50.384235,2.1409206,7.1972265768051145
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (16).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,40.8112,2.7871394,6.787313568459206
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (17).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,40.67429,1.8152785,6.565403391320717
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (18).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,43.107986,1.8111509,7.015186439308425
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (2).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,44.59147,1.8727603,6.70597626434391
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (3).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,43.47765,3.23496,7.240604574547462
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (4).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,44.09219,3.1995163,7.1782634222507475
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (5).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,42.409863,1.7970645,6.705403001175576
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (6).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,46.952435,1.8907403,7.221401482376357
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (7).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,44.886513,1.8218007,7.0186614574980855
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (8).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,44.35087,3.198416,7.256771126167426
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_L (9).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,44.32462,1.8605647,7.095518708229065
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (1).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,47.69026,2.4679003,7.295810029024981
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (10).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,35.960964,2.0503933,5.955509368181229
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (11).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,35.657234,2.037866,5.932905722374819
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (12).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,36.43772,2.0815265,5.9755403411388395
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (13).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,36.20141,2.0992858,5.968688251154075
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (14).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,36.89968,2.0718584,6.034704466887004
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (15).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,40.402264,2.4804652,6.67261962890625
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (16).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,45.80336,2.447325,6.909274976082332
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (17).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,46.085155,2.5018768,7.338836073875427
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (2).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,47.985146,2.5494876,7.412779534883984
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (3).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,47.405468,2.4674063,7.273636382596145
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (4).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,48.13112,2.5069945,7.340245770812035
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (5).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,47.057842,2.460767,7.2844892289233325
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (6).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,33.82172,2.37909,6.136182500321877
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (7).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,36.95735,2.0956545,6.008446855545044
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (8).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,36.442955,2.032781,6.040190538878344
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp14_R (9).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,35.52848,2.0237818,6.00511710544349
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (1).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,43.485867,2.577324,6.884021797180176
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (10).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,28.412699,1.9834983,5.600619190798454
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (11).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,28.77764,1.8993312,5.643788978059304
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (12).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,28.56691,1.8496851,5.607672739739321
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (13).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,28.15094,1.8564174,5.664308810982009
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (14).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,29.358429,1.8872076,5.826047958135605
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (15).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,41.194283,2.294101,7.175448534355812
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (16).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,42.02604,2.7666621,6.9682643054587174
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (17).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,37.836983,2.254253,6.503617398567684
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (18).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,32.62818,1.8467793,5.893460003493097
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (19).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,35.60547,1.9837855,5.988540570603066
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (2).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,27.498028,1.8825505,5.671070963854692
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (20).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,33.327744,1.8697472,5.8795429105710015
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (21).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,36.78602,2.13234,6.161381538624666
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (22).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,37.674564,2.2075775,6.23382410645485
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (3).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,28.903023,2.1717863,5.7776780409764275
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (4).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,29.492336,1.8632884,5.762357841928017
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (5).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,28.248796,1.8635726,5.6183907062958705
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (6).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,29.570683,2.0030346,5.630451439816963
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (7).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,31.402351,2.076282,5.821976393659127
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (8).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,30.192661,2.0076134,5.667390956434508
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_L (9).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,30.271433,2.003801,5.759709967374802
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (1).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,36.14591,2.2968132,6.446680068969727
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (10).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,72.675255,2.4314244,9.552307428319466
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (11).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,51.823242,2.1257567,7.759916955588128
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (12).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,92.00836,3.0730574,11.859645151610277
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (13).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,95.66266,3.7874687,11.990785369873047
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (14).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,48.926888,2.7634559,7.6083117914199825
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (15).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,48.73277,2.7457774,7.593371654946816
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (16).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,38.259983,2.4080198,6.613136101516982
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (17).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,37.794434,2.321499,6.503544222116471
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (18).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,37.532356,2.2951143,6.534538649320602
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (2).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,57.220062,2.5773985,8.272787055525084
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (3).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,58.71558,2.606145,8.457124355037225
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (4).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,53.24248,2.5542758,7.963032441139221
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (5).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,37.258484,2.1609616,6.2240030239683914
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (6).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,37.83389,2.2120714,6.238725807185076
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (7).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,37.645218,2.175312,6.1744439776270585
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (8).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,38.881466,2.222462,6.273345033128273
/home/reshma/Otolith/otolith_Final/model_data/test/Sorsogona tuberculata/Sorsogona tuberculata_Sp15_R (9).tif,Test,Sorsogona tuberculata,Sorsogona tuberculata,76.161,2.457545,9.890836223561775
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (1).tif,Test,Synagrops japonicus,Synagrops japonicus,41.899673,2.7713854,5.630906460285186
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (10).tif,Test,Synagrops japonicus,Synagrops japonicus,35.960842,2.3645914,5.086816906757839
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (11).tif,Test,Synagrops japonicus,Synagrops japonicus,34.895267,2.3614507,5.195379829406738
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (12).tif,Test,Synagrops japonicus,Synagrops japonicus,44.172176,2.8618271,5.705931455607317
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (13).tif,Test,Synagrops japonicus,Synagrops japonicus,37.780293,2.4903429,5.2140860620900495
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (14).tif,Test,Synagrops japonicus,Synagrops japonicus,33.490704,2.0064225,4.994646532364376
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (15).tif,Test,Synagrops japonicus,Synagrops japonicus,68.24636,3.5791838,8.88768503189087
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (16).tif,Test,Synagrops japonicus,Synagrops japonicus,58.10704,3.7719195,7.129268894195556
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (17).tif,Test,Synagrops japonicus,Synagrops japonicus,42.76857,2.5140345,5.355605624432467
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (18).tif,Test,Synagrops japonicus,Synagrops japonicus,41.084446,2.365486,5.20621288061142
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (19).tif,Test,Synagrops japonicus,Synagrops japonicus,40.555355,2.3347287,5.170186549425125
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (2).tif,Test,Synagrops japonicus,Synagrops japonicus,34.890224,2.4256468,5.037533304691315
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (20).tif,Test,Synagrops japonicus,Synagrops japonicus,41.35942,2.3775609,5.227739207744598
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (21).tif,Test,Synagrops japonicus,Synagrops japonicus,42.26449,2.408752,5.295767474041634
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (22).tif,Test,Synagrops japonicus,Synagrops japonicus,40.58581,2.3847477,5.237730300426483
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (23).tif,Test,Synagrops japonicus,Synagrops japonicus,41.573368,2.4415853,5.266390662193299
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (24).tif,Test,Synagrops japonicus,Synagrops japonicus,44.05943,2.4567556,5.441561396495948
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (25).tif,Test,Synagrops japonicus,Synagrops japonicus,41.68182,2.4063468,5.258501728291415
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (26).tif,Test,Synagrops japonicus,Synagrops japonicus,42.554394,2.5364285,5.372873342037201
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (3).tif,Test,Synagrops japonicus,Synagrops japonicus,38.690918,2.553868,5.2401276409626005
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (4).tif,Test,Synagrops japonicus,Synagrops japonicus,38.516804,2.5465913,5.230490219790948
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (5).tif,Test,Synagrops japonicus,Synagrops japonicus,35.531796,2.4205976,4.988158890008926
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (6).tif,Test,Synagrops japonicus,Synagrops japonicus,37.273617,2.480025,5.048710436820984
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (7).tif,Test,Synagrops japonicus,Synagrops japonicus,36.10912,2.51509,5.106555842535148
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (8).tif,Test,Synagrops japonicus,Synagrops japonicus,36.460983,2.454627,5.012246806995521
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_L (9).tif,Test,Synagrops japonicus,Synagrops japonicus,42.905354,2.5768735,5.456821998555672
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_R (1).tif,Test,Synagrops japonicus,Synagrops japonicus,47.586987,2.3536525,6.009267282485962
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_R (10).tif,Test,Synagrops japonicus,Synagrops japonicus,58.004356,2.575668,6.592398467063904
/home/reshma/Otolith/otolith_Final/model_data/test/Synagrops japonicus/Synagrops_japonicus_Sp10_R (11).tif,Test,Synagrops japonicus,Synagrops japonicus,52.18287,2.5592883,6.229222196340561
