Image,actual_shape,predicted_shape,generated_caption,Description
AJ26L 1.6X.tif,pentagonal,Oval to elliptical,"Type: Sagittal. Side: Left otolith. Shape: Oval to elliptical, entire dorsal and entire ventral margins, Sulcus acusticus: homosulcoid, para-ostial, median. Ostium: tubular, Cauda: tubular, straight. Anterior region: peaked, rostrum and antirostrum poorly defined, notch absent. Posterior region: round.
Class detected:Uranoscopus sp","Type: Sagittal. Side: Left otolith. Shape: pentagonal, entire to sinuate dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled excisura narrow with acute shallow notch. Posterior region:double-peaked."
AJ28.tif,pentagonal,Hour-glass,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum and antirostrum angled excisura moderately wide with moderately wide acute notch. Posterior region: round to double-peaked.
Class detected:Pterygotrigla macrorhynchus","Type: Sagittal. Side: Right otolith. Shape: pentagonal, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum peaked and antirostrum angled, excisura moderately wide with acute shallow notch. Posterior region:round to angled."
AJ29R 1.6X.tif,discoidal to hour-glass,Hour-glass,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum and antirostrum angled excisura moderately wide with moderately wide acute notch. Posterior region: round to double-peaked.
Class detected:Pterygotrigla macrorhynchus","Type: Sagittal. Side: Left otolith. Shape: discoidal to hour-glass, entire to sinuate dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled, excisura wide with acute shallow notch. Posterior region:double-peaked"
AJ35.tif,discoidal to hour-glass,Hour-glass,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum and antirostrum angled excisura moderately wide with moderately wide acute notch. Posterior region: round to double-peaked.
Class detected:Pterygotrigla macrorhynchus","Type: Sagittal. Side: Right otolith. Shape: discoidal to hour-glass, entire to sinuate dorsal and entire to lobed ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled, excisura narrow with acute shallow notch. Posterior region:double-peaked"
AJ38.tif,hour-glass,Hour-glass to rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass to rhomboidal, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.
Class detected:Pterygotrigla macrorhynchus","Type: Sagittal. Side: Right otolith. Shape: hour-glass, entire to sinuate dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled, excisura narrow with acute shallow notch. Posterior region:double-peaked"
AJ381.6XDORSAL4.tif,semicircular to hour-glass,Hour-glass,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.
Class detected:Pterygotrigla macrorhynchus","Type: Sagittal. Side: Right otolith. Shape: semicircular to hour-glass, entire to sinuate dorsal and entire to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled, excisura moderately wide with acute shallow notch. Posterior region:double-peaked"
AJ39.tif,squared to hour-glass,Hour-glass,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum and antirostrum round excisura moderately wide with acute notch. Posterior region: double-peaked.
Class detected:Pterygotrigla macrorhynchus","Type: Sagittal. Side: Left otolith. Shape: squared to hour-glass, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled, excisura narrow with acute shallow notch. Posterior region:double-peaked"
AJ4L.tif,Squared to oval,Rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: Rhomboidal, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined. Posterior region: peaked.
Class detected:Pterygotrigla macrorhynchus","Type: Sagittal. Side: Not visible. Shape: Squared to oval, entire dorsal and crenate ventral margins. Sulcus acusticus: Not visible. Anterior region: round ,rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region:round."
AJ5L 1.6X.tif,discoidal,Fusiform,"Type: Sagittal. Side: Left otolith. Shape: Fusiform, sinuate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum and antirostrum blunt excisura moderately wide with wide and shallow notch. Posterior region: blunt.
Class detected:Pterygotrigla arabica","Type: Sagittal. Side: Left otolith. Shape: discoidal, entire dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum peaked and antirostrum angled excisura moderately wide with acute shallow notch. Posterior region:round."
AK40R 1.6X.tif,elliptical,elliptical to oval,"Type: Sagittal. Side: Right otolith. Shape: elliptical to oval, irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum and antirostrum blunt, excisura wide with poorly defined notch. Posterior region: irregular.
Class detected:Minous inermis","Type: Sagittal. Side: Right otolith. Shape: elliptical, lobed to dentate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid,ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled and antirostrum angled, excisura wide with wide, shallow notch. Posterior region: double-peaked."
AK41.tif,elliptical,elliptical to rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: elliptical to rhomboidal, crenate to lobbed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid,ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: angled, rostrum and antirostrum poorly defined. Posterior region: angled.
Class detected:Satyrichthys laticeps","Type: Sagittal. Side: Right otolith. Shape: elliptical, lobed to irregular dorsal and lobed to crenate ventral margins. Sulcus acusticus: heterosulcoid,ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: angled, rostrum angled and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: double-peaked."
AK42.tif,elliptical,elliptical to rhomboidal,"Type: Sagittal. Side: Left otolith. Shape: elliptical to rhomboidal, crenate to lobbed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid,ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: double peaked, rostrum and antirostrum poorly defined. Posterior region: angled.
Class detected:Satyrichthys laticeps","Type: Sagittal. Side: Right otolith. Shape: elliptical, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid,ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: double-peaked, rostrum peaked and antirostrum angled, excisura narrow with wide shallow notch. Posterior region: double-peaked."
AK45.tif,elliptical to hour-glass,elliptical to rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: elliptical to rhomboidal, crenate to lobbed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid,ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: double peaked, rostrum and antirostrum poorly defined. Posterior region: slightly double peaked.
Class detected:Satyrichthys laticeps","Type: Sagittal. Side: Right otolith. Shape: elliptical to hour-glass, lobed to dentate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: heterosulcoid,ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled and antirostrum angled, excisura narrow with acute deep notch. Posterior region: double-peaked."
AK541.6XDORSAL7.tif,elliptical,elliptical to rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: elliptical to rhomboidal, crenate to lobbed dorsal, and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid,ostial, median. Ostium: tubular. Cauda: tubular, straight.Anterior region: angled, rostrum and antirostrum poorly defined. Posterior region: angled.
Class detected:Satyrichthys laticeps","Type: Sagittal. Side: Left otolith. Shape: elliptical, lobed to serrate dorsal and dentate to lobed ventral margins. Sulcus acusticus: heterosulcoid,ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: double-peaked, rostrum round and antirostrum angled or poorly defined, excisura narrow with acute shallow notch or poorly defined. Posterior region: angled."
Setarches guenthari_Sp13_L (1).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to lobed dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_L (2).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to lobed dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_L (3).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to lobed dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_L (4).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to lobed dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_L (5).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_L (6).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_L (7).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_R (1).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: blunt."
Setarches guenthari_Sp13_R (2).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, irregular to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: blunt."
Setarches guenthari_Sp13_R (3).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, irregular to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: blunt."
Setarches guenthari_Sp13_R (4).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate to lobed dorsal and sinuate to dentate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: blunt."
Setarches guenthari_Sp13_R (5).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, irregular to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to double-peaked.
Class detected:Setarches guentheri","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: blunt."
Setarches guenthari_Sp13_R (6).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: blunt."
Setarches guenthari_Sp14_L (1).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (2).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (3).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (4).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to lobed dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (5).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to lobed dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (6).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to lobed dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (7).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (8).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.
Class detected:Setarches guentheri","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_R (1).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and sinuate to dentate  ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened to irregular."
Setarches guenthari_Sp14_R (2).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.
Class detected:Setarches guentheri","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and sinuate to dentate  ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened to irregular."
