Image,actual_shape,predicted_shape,generated_caption,Description
Platy ind 4 dorsal 1.25x.tif,sagitiform,fusiform to sagitiform,"Type: Sagittal. Side: Right otolith. Shape: fusiform to sagitiform, Sinulate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: peaked.","Type: Sagittal. Side: Right otolith. Shape: sagitiform, entire to Sinulate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region:  angled, rostrum angled and antirostrum poorly defined, excisura wide with notch poorly defined. Posterior region: lanceolated."
Platy ind 4 dorsal 1.25x2.tif,sagitiform,fusiform to sagitiform,"Type: Sagittal. Side: Right otolith. Shape: fusiform to sagitiform, Sinulate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: peaked.","Type: Sagittal. Side: Right otolith. Shape: sagitiform, entire to Sinulate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region:  angled, rostrum angled and antirostrum poorly defined, excisura wide with notch poorly defined. Posterior region: lanceolated."
Platy ind 4 dorsal 1.25x3.tif,sagitiform,fusiform to sagitiform,"Type: Sagittal. Side: Right otolith. Shape: fusiform to sagitiform, Sinulate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: peaked.","Type: Sagittal. Side: Right otolith. Shape: sagitiform, entire to Sinulate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, strongly curved. Anterior region:  angled, rostrum angled and antirostrum poorly defined, excisura wide with notch poorly defined. Posterior region: lanceolated."
Psenopsis sp_Sp4_R (11).tif,hexagonal,hexagonal to fusiform,"Type: Sagittal. Side: Right otolith. Shape: hexagonal to fusiform, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (12).tif,hexagonal,hexagonal to fusiform,"Type: Sagittal. Side: Right otolith. Shape: hexagonal to fusiform, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (13).tif,hexagonal,hexagonal to fusiform,"Type: Sagittal. Side: Right otolith. Shape: hexagonal to fusiform, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (14).tif,hexagonal,hexagonal to fusiform,"Type: Sagittal. Side: Right otolith. Shape: hexagonal to fusiform, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (15).tif,hexagonal,elliptical,"Type: Sagittal. Side: Right otolith. Shape: elliptical, crenate to lobbed dorsal and ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: angled, rostrum and antirostrum poorly defined. Posterior region: slightly double peaked.","Type: Sagittal. Side: Right otolith. Shape: hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (5).tif,hexagonal,elliptical,"Type: Sagittal. Side: Right otolith. Shape: elliptical, crenate to lobbed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: angled to irregular, rostrum and antirostrum blunt, excisura narrow with shallow, acute notch. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (6).tif,hexagonal,hexagonal to fusiform,"Type: Sagittal. Side: Right otolith. Shape: hexagonal to fusiform, lobed to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
AE41R 1.6X.tif,discoidal to hour-glass,hour-glass,"Type: Sagittal. Side: Right otolith. Shape: hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Right otolith. Shape: discoidal to hour-glass, sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum peaked and antirostrum angled, excisura wide with acute deep notch. Posterior region: double-peaked."
AE42 1.6XDORSAL3.tif,discoidal to hour-glass,hour-glass,"Type: Sagittal. Side: Right otolith. Shape: hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Right otolith. Shape: discoidal to hour-glass, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum peaked and antirostrum peaked, excisura wide with acute deep notch. Posterior region: double-peaked."
AE58R 1.6X.tif,discoidal to hour-glass,hour-glass,"Type: Sagittal. Side: Right otolith. Shape: hour-glass, sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Right otolith. Shape: discoidal to hour-glass, sinuate to crenate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled and antirostrum peaked, excisura moderately wide with acute moderately deep notch. Posterior region: round."
AJ17R 1.6X.tif,pentagonal,elliptical,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum peaked and antirostrum peaked, excisura moderately narrow with wide notch. Posterior region: blunt to double-peaked.","Type: Sagittal. Side: Right otolith. Shape: pentagonal, entire to sinuate dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled excisura narrow with acute shallow notch. Posterior region:flattened."
AJ26L 1.6X.tif,pentagonal,oval,"Type: Sagittal. Side: Right otolith. Shape: oval, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: round, rostrum and antirostrum poorly defined. Posterior region: double-peaked.","Type: Sagittal. Side: Left otolith. Shape: pentagonal, entire to sinuate dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled excisura narrow with acute shallow notch. Posterior region:double-peaked."
AJ28.tif,pentagonal,hour-glass to rhomboidal,"Type: Sagittal. Side: Right otolith. Shape: hour-glass to rhomboidal, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Right otolith. Shape: pentagonal, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum peaked and antirostrum angled, excisura moderately wide with acute shallow notch. Posterior region:round to angled."
AJ29R 1.6X.tif,discoidal to hour-glass,hour-glass,"Type: Sagittal. Side: Right otolith. Shape: hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Left otolith. Shape: discoidal to hour-glass, entire to sinuate dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled, excisura wide with acute shallow notch. Posterior region:double-peaked"
AJ35.tif,discoidal to hour-glass,elliptical,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate to crenate dorsal and crenate to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: angled, rostrum and antirostrum blunt, excisura wide with poorly defined notch. Posterior region: double-peaked.","Type: Sagittal. Side: Right otolith. Shape: discoidal to hour-glass, entire to sinuate dorsal and entire to lobed ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled, excisura narrow with acute shallow notch. Posterior region:double-peaked"
AJ381.6XDORSAL4.tif,semicircular to hour-glass,hour-glass,"Type: Sagittal. Side: Right otolith. Shape: hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Right otolith. Shape: semicircular to hour-glass, entire to sinuate dorsal and entire to serrate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled, excisura moderately wide with acute shallow notch. Posterior region:double-peaked"
AJ39.tif,squared to hour-glass,hour-glass,"Type: Sagittal. Side: Right otolith. Shape: hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Left otolith. Shape: squared to hour-glass, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum angled and antirostrum angled, excisura narrow with acute shallow notch. Posterior region:double-peaked"
AJ4L.tif,squared to oval,pentagonal,"Type: Sagittal. Side: Right otolith. Shape: pentagonal, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, slightly curved. anterior region: double-peaked, rostrum and antirostrum well defined and angled. excisura narrow and wide shallow notch. Posterior region: round.","Type: Sagittal. Side: Not visible. Shape: squared to oval, entire dorsal and crenate ventral margins. Sulcus acusticus: Not visible. Anterior region: round ,rostrum and antirostrum poorly defined, excisura and notch poorly defined. Posterior region:round."
AJ5L 1.6X.tif,discoidal,rhomboidal to fusiform,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal to fusiform, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: peaked, rostrum and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: Blunt.","Type: Sagittal. Side: Left otolith. Shape: discoidal, entire dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked,rostrum peaked and antirostrum angled excisura moderately wide with acute shallow notch. Posterior region:round."
AK18.tif,elliptical,rhomboidal to elliptical,"Type: Sagittal. Side: Right otolith. Shape: rhomboidal to elliptical, crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, straight. The anterior region: slightly double peaked, rostrum angled, antirostrum angled. Posterior region: angled.","Type: Sagittal. Side: Right otolith. Shape: elliptical, lobed to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: angled, rostrum angled and antirostrum poorly defined, excisura and notch poorly defined. Posterior region: double-peaked"
AK45.tif,elliptical to hour-glass,elliptical,"Type: Sagittal. Side: Right otolith. Shape: elliptical, lobbed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: double peaked, rostrum and antirostrum poorly defined. Posterior region: double peaked.","Type: Sagittal. Side: Right otolith. Shape: elliptical to hour-glass, lobed to dentate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled and antirostrum angled, excisura narrow with acute deep notch. Posterior region: double-peaked."
Setarches guenthari_Sp13_L (1).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_L (2).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_L (3).tif,fusiform to lancelolated,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_L (4).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_L (5).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_L (6).tif,fusiform to lancelolated,fusiform,"Type: Sagittal. Side: Left otolith. Shape: fusiform, irregular dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_L (7).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. entire to sinuate dorsal and entire to irregular ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: irregular."
Setarches guenthari_Sp13_R (1).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: blunt."
Setarches guenthari_Sp13_R (2).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: blunt."
Setarches guenthari_Sp13_R (3).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: blunt."
Setarches guenthari_Sp13_R (4).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: blunt."
Setarches guenthari_Sp13_R (5).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: blunt."
Setarches guenthari_Sp13_R (6).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Right otolith. Shape: fusiform to lanceolated, sinuate to irregular dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Right otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with moderately wide, deep notch. Posterior region: blunt."
Setarches guenthari_Sp14_L (1).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
Setarches guenthari_Sp14_L (2).tif,fusiform to lancelolated,fusiform to lanceolated,"Type: Sagittal. Side: Left otolith. Shape: fusiform to lanceolated, sinuate dorsal and sinuate to lobed ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double-peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: blunt to round.","Type: Sagittal, Side: Left otolith. Shape: fusiform to lancelolated. sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: pseudo-archaesulcoid, ostial, median. Ostium: discoidal. Cauda: tubular, straight. Anterior region: angled to double peaked, rostrum and antirostrum blunt, excisura wide with acute, deep notch. Posterior region: flattened."
