Image,actual_label,predicted_label,generated_caption,Description,anterior_gt_raw,anterior_gen_raw,CER
Minous dempsterae_Sp4_L (137).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (138).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (139).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (14).tif,Minous dempsterae,Brachypterois serrulata,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: oblique.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum blunt and antirostrum poorly defined, notch absent",0.5365853658536586
Minous dempsterae_Sp4_L (140).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (141).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (142).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (143).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled to blunt, rostrum and antirostrum blunt, excisura wide with poorly defined notch. Posterior region: irregular.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled to blunt, rostrum and antirostrum blunt, excisura wide with poorly defined notch",0.4878048780487805
Minous dempsterae_Sp4_L (144).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (145).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (146).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (147).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (148).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (149).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (15).tif,Minous dempsterae,Brachypterois serrulata,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: oblique.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum blunt and antirostrum poorly defined, notch absent",0.5365853658536586
Minous dempsterae_Sp4_L (150).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (151).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (152).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (153).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (154).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (155).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (156).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (157).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (158).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (159).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (16).tif,Minous dempsterae,Brachypterois serrulata,"Type: Sagittal. Side: Left otolith. Shape: oval, entire to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: oblique.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum blunt and antirostrum poorly defined, notch absent",0.5365853658536586
Minous dempsterae_Sp4_L (160).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (161).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (162).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
Minous dempsterae_Sp4_L (163).tif,Minous dempsterae,Minous dempsterae,"Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch. Posterior region: blunt.","Type: Sagittal. Side: Left otolith. Shape: elliptical, sinuate dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, slightly curved. Anterior region: angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch. Posterior region: blunt.","angled, rostrum angled and antirostrum blunt to poorly defined, excisura narrow with shallow wide or poorly developed notch","angled, rostrum peaked and antirostrum blunt or poorly developed, excisura moderately narrow without or poorly developed notch",0.25203252032520324
